Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Sector,Analyst rating,Industry,"Performance %, Year to date","Performance %, 1 week","Performance %, 1 month","Performance %, 3 months","Performance %, 6 months",Average daily range %,"Exponential moving average, 20, 1 day","Exponential moving average, 9, 1 day","Exponential moving average, 50, 1 day","Exponential moving average, 200, 1 day","Simple moving average, 7, 1 day","Simple moving average, 60, 1 day","Price × volume (turnover), 1 day","Price × volume (turnover), 1 day - Currency"
CBRJ,CARBON RACE CORPORATION,0.0001,USD,0,392875,872.2801953818828,7,USD,Industrial services,No rating,Engineering & construction,0,0,0,0,0,1.3552527156068805e-14,0.00012955384946821002,0.00010391233128391128,,,0.000089,,39.2875,USD
NBRG,Newbridge Acquisition Limited,9.99,USD,0,1135285,372.1147858009112,75387033.2478718,USD,Finance,No rating,Financial conglomerates,0.9090909090909076,0.20060180541624445,0.20060180541624445,0.30120481927710197,0.9090909090909076,0.06077506077505122,9.973493044266904,9.982957705108648,9.937470000000001,,9.984285714285715,,11341497.15,USD
GIPR,Generation Income Properties Inc.,0.4985,USD,-29.310833806012482,34922469,319.4909456519545,513655.00000000006,USD,Finance,Neutral,Real estate investment trusts,-92.09106774551802,-34.39926306092907,-61.0546875,-81.46840148698885,-91.25438596491227,25.465525146868572,0.8229796319866977,0.6866256592848312,1.3427731888576757,4.8083029868298865,0.6926285714285719,1.6454216666666637,17408850.7965,USD
MDXH,MDxHealth SA,0.808,USD,74.8917748917749,326571887,306.5891712883533,41502533.99999999,USD,Health technology,Buy,Medical specialties,-77.55555555555556,79.55555555555556,92.33515829564392,-17.551020408163257,-76.57971014492755,8.36660183875521,0.4829505363017385,0.5211509455899777,0.6377846553582543,1.8122818496414532,0.5048285714285712,0.5225266666666645,263870084.696,USD
XPON,Expion360 Inc.,3.64,USD,0.3445899379738161,6240597,249.27788229936854,3502900,USD,Producer manufacturing,No rating,Electrical products,-58.54402988474329,8.982035928143722,-13.358088165286107,-50.3627338678885,-62.08333333333332,6.305141287284206,3.698988442197586,3.5634886451302275,4.530485966160028,27.48383630485895,3.5482142857142875,4.843485000000001,22715773.080000002,USD
HHS,"Harte Hanks, Inc.",4.3,USD,53.02491103202846,4667320,220.09327504821727,31903724,USD,Commercial services,No rating,Miscellaneous commercial services,40.522875816993455,89.84547461368652,76.95473251028805,55.23465703971118,53.024911032028456,4.63322259136201,2.5663152202536894,2.8225291275451516,2.4947208744775327,2.90684844180825,2.7357142857142898,2.4751916666666745,20069476,USD
ITOC,iTonic Holdings Ltd,0.3133,USD,7.848537005163527,21227992,199.16285519406375,5341764.999999999,USD,Health technology,No rating,Medical specialties,-28.79545454545454,11.89285714285714,-3.599999999999996,0.7398737616519658,-23.789832157625877,7.9613332725369315,0.29059332917298003,0.29388777701097857,0.3020916708343648,0.9441396175417007,0.2954142857142855,0.30882668333333335,6650729.8936,USD
EGHA,EGH Acquisition Corp.,10.3511,USD,0.010628019323681053,1660883,190.8095905519048,212197541.0033897,USD,Finance,No rating,Financial conglomerates,2.1826258637709754,0.1557813255926442,-0.18225650916102784,0.8879142300195014,1.084960937500004,0.07873559331850395,10.339988693465221,10.343938113633405,10.32479368628793,10.207087347403972,10.342842857142859,10.327368333333336,17191966.0213,USD
CGTL,Creative Global Technology Holdings Limited,4.41,USD,19.83695652173913,17573165,137.22163354132795,7563150,USD,Distribution services,No rating,Wholesale distributors,-76.48,7.0388349514563116,0.2272727272727224,-43.243243243243235,-92.98329355608591,12.929219306770417,4.234583976536729,4.013855597112865,5.88573376851648,16.86875763941409,3.9314428571428577,5.171703333333334,77497657.65,USD
FFZY,Fansfrenzy Corporation,0.0008,USD,0,114615,137.03371592539455,54184,USD,Technology services,No rating,Packaged software,699.9999999999999,0,0,166.66666666666669,699.9999999999999,2.0328790734103208e-13,0.001868427701888687,0.0007374492217795942,0.006689120810407244,0.02043995817052414,0.0007999999999999964,0.010620983333333334,91.69200000000001,USD
OIM,OneIM Acquisition Corp.,10.13,USD,0,550581,128.85718966485678,366072886.99999994,USD,Finance,No rating,Financial conglomerates,1.0473815461346676,0.19782393669635362,0.09881422924902732,1.4003863825187015,1.0473815461346676,0.10929347059652911,10.113155545640861,10.122896096352601,10.08014573381208,,10.120000000000001,10.05825,5577385.53,USD
MNSF,MANSFELDER METALS LTD,0.0003,USD,-99.25373134328358,283100,120.16129032258064,5667.299999999999,USD,Non-energy minerals,No rating,Aluminum,49.99999999999998,-99.25373134328358,-99.25373134328358,49.99999999999998,49.99999999999998,2.3809523809523463,0.003761250000268901,0.006598306238482656,0.004131377641295055,0.009878493440365349,0.005914285714285714,0.0026958333333333335,84.92999999999999,USD
TALN,"Talon International, Inc.",0.05,USD,13.63636363636365,309900,118.99550743001957,4616900,USD,Producer manufacturing,No rating,Miscellaneous manufacturing,-16.66666666666666,6.3829787234042605,-16.66666666666666,6.3829787234042605,-4.761904761904753,2.5085714285714156,0.05372230176760071,0.04999887765227579,0.0568151083104198,0.0675948796346935,0.04916571428571429,0.06070264999999997,15495,USD
PIHN,POLARIS INTERNATIONAL HOLDINGS INC.,0.000001,USD,0,2448117,111.04334021273218,5505.625,USD,Commercial services,No rating,Miscellaneous commercial services,0,0,0,0,0,0,0.00003707527808929664,0.000005395105763001841,0.0002580254296801697,0.000549767837305924,9.999999999999987e-7,0.00042153333333333286,2.448117,USD
STHZF,Statehouse Holdings Inc.,0.000001,USD,0,1180314,101.57607573149741,,,Process industries,No rating,Agricultural commodities/Milling,-99.90000000000002,0,0,-99.90000000000002,-99.90000000000002,1.6263032587282567e-11,0.0004480600504389758,0.00007794494416932318,0.003906879792009386,0.023158320225080048,9.999999999998545e-7,0.004740533333333343,1.1803139999999999,USD
SPAI,Safe Pro Group Inc.,6.17,USD,37.72321428571427,7363879,76.01188092239724,127218099.00000001,USD,Electronic technology,Strong buy,Aerospace & defense,47.961630695443645,38.34080717488789,58.205128205128204,28.810020876826723,50.12165450121653,7.5344987265571355,4.428593167116458,4.760132365364224,4.345288509063634,4.516534934726666,4.749999999999998,4.486583333333331,45435133.43,USD
LBYE,LIBERTY ENERGY CORPORATION,0.0001,USD,0,300261,71.3209026128266,10212.9,USD,Energy minerals,No rating,Integrated oil,0,0,0,0,0,9.486769009248164e-14,0.00010000350201271827,0.00009999999973570466,0.00010189420898333533,0.00013688771408125363,0.00010000000000000006,0.0000999999999999999,30.026100000000003,USD
CYRNQ,CYREN Ltd.,0.000001,USD,0,56000,70.23705004389817,7.999809999999999,USD,Technology services,No rating,Packaged software,-99,0,0,0,-99,-2.5273345563700186e-10,0.00001981136904326713,0.000003976122712988736,0.00007825544306710506,0.13076027208707597,9.999999999999616e-7,0.00004946666666666664,0.055999999999999994,USD
MOND,"Mondee Holdings, Inc.",0.0001,USD,0,830171,68.1921307704945,8741.61,USD,Technology services,No rating,Packaged software,9900.000000000002,9900.000000000002,9900.000000000002,-85.71428571428571,9900.000000000002,257.07142857142844,0.000459773007536755,0.00026040695228502376,0.0025962170024866967,0.4330171741095083,0.00024299999999999997,0.0005086333333333336,83.0171,USD
TRUG,"TruGolf Holdings, Inc.",0.9695,USD,11.244979919678713,4434776,56.05721537675897,1079719.0000000002,USD,Technology services,Strong buy,Packaged software,-86.34507042253522,10.170454545454549,-24.2578125,-45.22598870056497,-88.72674418604652,8.61273115744517,1.0085261946730402,0.9233111179422328,1.3728554822903507,28.85192133454392,0.896600000000124,1.2976683333333305,4299515.332,USD
HPAI,Helport AI Limited,0.4861,USD,0.7878913539290835,4080288,55.127256612777266,18300163.000000004,USD,Technology services,No rating,Packaged software,-88.74403741953411,5.44468546637743,-21.583999974189343,-59.82644628099174,-84.85669781931463,11.267948981691097,0.5006286298488439,0.48261692683714286,0.6670780864808741,1.9616773106316816,0.47908571428571417,0.6616656666666674,1983427.9967999998,USD
USDP,USD Partners LP,0.0002,USD,0,197319,55.034026886818765,6755,USD,Industrial services,No rating,Oil & gas pipelines,-93.54838709677419,0,19900.000000000004,-90,-86.66666666666667,17.821428571428566,0.00020241331200027157,0.00011738662490037426,0.0008594046646098839,0.008075849361801588,0.00010042857142857143,0.0013313333333333322,39.4638,USD
MJWL,Majic Wheels Corp.,0.000001,USD,0,524950,53.832743680459416,18235.000000000004,USD,Consumer durables,No rating,Recreational products,0,0,0,0,0,4.870439446712227e-12,0.000001002341165885286,0.000001000000053755143,0.0000021755442053775123,0.00030034192594366536,9.999999999999997e-7,0.000001000000000000027,0.52495,USD
SST,"System1, Inc.",2.35,USD,38.235294117647065,3434589,51.790632237984944,24648323.000000004,USD,Technology services,Strong buy,Packaged software,-41.25,38.235294117647065,-10.305343511450381,-26.562500000000004,-30.882352941176467,8.986018237081971,1.9180769942986395,1.876686214282371,2.244916814260407,3.4831726211774203,1.81,2.4446666666666674,8071284.15,USD
FIEE,"FiEE, Inc",5,USD,1.6260162601626031,5131597,50.21800356994669,42642989,USD,Electronic technology,No rating,Computer communications,45.77259475218658,53.37423312883437,42.04545454545455,-21.50706436420722,-18.367346938775512,14.758428571428572,3.734906482304521,4.029160047218236,4.05706483132746,4.475729391900092,4,4.130763333333335,25657985,USD
ZRFY,Zerify Inc.,0.000001,USD,0,6389306,45.34847952531522,5451,USD,Technology services,No rating,Packaged software,0,0,-99,0,0,3.1763735522036263e-13,0.000001000000000029783,0.0000010000000000000004,0.0000010002113477145915,0.00002283254624348825,0.000001,0.0000010000000000000042,6.3893059999999995,USD
DPFD,DEEP FIELD TECHNOLOGIES INC,0.000001,USD,0,100000,41.46452709706846,114.00000000000001,USD,Technology services,No rating,Information technology services,0,0,0,0,0,1.1858461261560205e-12,0.000020109446019592767,0.00000536604496253397,0.000053436228897638536,0.0001958504002758841,0.000001000000000000001,0.000044700000000000036,0.09999999999999999,USD
SKYE,"Skye Bioscience, Inc.",0.5015,USD,-7.301293900184859,6602195,40.780444989101035,17624577,USD,Health technology,Buy,Pharmaceuticals: major,-31.39534883720931,2.346938775510195,-19.13898742341181,-42.35632183908047,-30.327868852459023,16.345249964392586,0.5733677116860719,0.5393095357790553,0.640755095458265,1.1048111295388723,0.522271428571428,0.6769399999999997,3311000.7924999995,USD
ACCR,Access-Power & Co Inc.,0.0014,USD,0,609070,39.990413909024056,632100,USD,Technology services,No rating,Packaged software,-63.63636363636363,-24.32432432432433,0,16.66666666666668,-63.15789473684211,13.122448979591761,0.0015594173939972211,0.001542862829502581,0.0016850417632251157,0.0019920253107572707,0.0016142857142857135,0.0016383500000000009,852.698,USD
VII,Viking Acquisition Corp. II,9.845,USD,0.35677879714577104,91896,39.06478490052712,229486950.00000003,USD,Finance,No rating,Financial conglomerates,-0.5555555555555527,0.050813008130089245,-0.5555555555555527,-0.5555555555555527,-0.5555555555555527,0.09504462018428257,,9.826705444693333,,,9.82317142857143,,904716.1200000001,USD
XONI,"Xtreme One Entertainment, Inc.",0.0349,USD,-19.39953810623556,464401,38.657881812354844,5916367.999999999,USD,Health technology,No rating,Pharmaceuticals: other,-14.25061425061425,-18.837209302325572,-31.568627450980387,125.16129032258064,-30.200000000000003,48.27056897257475,0.0510130119461205,0.045972695093681425,0.05174421267029729,0.04326312808596875,0.043571428571428546,0.05388,16207.5949,USD
WETO,Wetour Robotics Limited,8.22,USD,127.70083102493079,63033673,37.29009099872969,8859795.999999998,USD,Transportation,No rating,Other transportation,-90.09996386848127,49.726775956284165,-85.74154379878578,-83.88235294117646,-83.21075002195674,21.872349669794637,17.082593200353084,6.650453983077758,40.67147064546141,92.20636454163876,5.152857142857143,64.27766666666666,518136792.06000006,USD
STJO,"St. Joseph, Inc.",0.055,USD,120,363498,33.366501133641144,3002406.0000000005,USD,Commercial services,No rating,Personnel services,137.0689655172414,83.33333333333334,119.1235059760956,58.50144092219019,137.0689655172414,10.419480519480533,0.029989271916666532,0.032917585915064065,0.032014892425903094,0.060890294777406075,0.03177142857142857,0.026563099999999992,19992.39,USD
SWCC,SOUTHWEST CASINO CORP,0.000001,USD,-89.99999999999999,209440,32.366940718303766,31,USD,Consumer services,No rating,Casinos/Gaming,0,-89.99999999999999,-89.99999999999999,-89.99999999999999,-89.99999999999999,7.115076756936123e-11,0.00016562062357021795,0.00001312036992134096,0.000655153079415865,0.0017152194089995875,0.0000022857142857142898,0.0010839166666666666,0.20944,USD
USRM,"U.S. Stem Cell, Inc.",0.0001,USD,900,3070921,32.05269887327325,64150.700000000004,USD,Health technology,No rating,Biotechnology,9900.000000000002,9900.000000000002,0,0,9900.000000000002,14.142857142857155,0.00006935426058032602,0.00006580758084919876,0.00007189726746396376,0.0005015330615248131,0.00007300000000000003,0.00007045000000000002,307.0921,USD
QEBR,"Virtual Medical International, Inc.",0.0004,USD,0,184872,31.483651226158038,170288.80000000002,USD,Technology services,No rating,Internet software/Services,0,-19.999999999999996,33.33333333333336,0,33.33333333333336,10.714285714285731,0.0004518052506499378,0.00042368943873061725,0.0004170554057335861,0.0025873490012037195,0.00041428571428571437,0.00037668333333333326,73.9488,USD
