Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Sector,Analyst rating,Industry,"Performance %, Year to date","Performance %, 1 week","Performance %, 1 month","Performance %, 3 months","Performance %, 6 months",Average daily range %,"Exponential moving average, 20, 1 day","Exponential moving average, 9, 1 day","Exponential moving average, 50, 1 day","Exponential moving average, 200, 1 day","Simple moving average, 7, 1 day","Simple moving average, 60, 1 day","Price × volume (turnover), 1 day","Price × volume (turnover), 1 day - Currency"
TEJASCARGO,Tejas Cargo India Limited,406,INR,-3.390838786436645,86800,13.5625,10040966010,INR,Transportation,No rating,Air freight/Couriers,35.333333333333336,1.7543859649122806,4.102564102564102,-6.848686474704605,36.7003367003367,0.5233990147783251,383.446698891985,392.41091610954754,367.559383385336,294.7775127488273,395.7857142857139,358.94166666666666,35240800,INR
PONNIERODE,Ponni Sugars (Erode) Ltd.,350.75,INR,1.5783376773819833,386846,12.291595175455319,2966454291,INR,Process industries,No rating,Agricultural commodities/Milling,32.658850226928905,9.387182285981607,5.6635035396897155,15.835535006605015,31.293280928317433,3.730780979533831,327.5804975254743,334.93008596778907,319.9395631786494,305.45461974009027,335.35714285714374,318.57333333333276,135686234.5,INR
CORDELIA,Waterways Leisure Tourism Limited,823.2,INR,-1.7485230053112106,1823530,11.8664704029653,60634051545,INR,Consumer services,No rating,Hotels/Resorts/Cruise lines,20.881057268722472,-1.9999999999999947,0.3963656320507348,20.881057268722472,20.881057268722472,3.6833610995419104,826.5544350977707,831.3394024939353,,,834.8214285714288,,1501129896,INR
UCAL,UCAL Limited,151.87,INR,8.594923131927072,557091,11.751412786908068,3092590265,INR,Producer manufacturing,No rating,Auto parts: OEM,36.32854578096948,28.703389830508478,27.782919646613387,51.642536195706434,37.91318561569197,4.091845469339449,122.95465536515962,129.13465867679759,116.40439946453841,115.1988279900769,127.51714285714283,112.2791666666666,84605410.17,INR
CAMLINFINE,Camlin Fine Sciences Limited,114.11,INR,9.974942174248259,14277375,10.737804766611742,19920417186,INR,Process industries,Strong buy,Chemicals: specialty,-23.19962309866739,-10.523014192738964,-8.382175832998794,-7.000814995925023,-23.023475445223966,5.417704721008594,120.88123721282537,115.98650968953237,124.87743312899705,141.30471414931216,115.53142857142859,127.40316666666665,1629191261.25,INR
SANGINITA,Sanginita Chemicals Ltd.,56.7,INR,5.000000000000005,1101691,10.36680750157616,3258684000,INR,Process industries,No rating,Chemicals: specialty,454.25219941348973,-2.106353591160219,1.5219337511190714,127.16346153846153,275.49668874172187,0.6097253716300605,57.43905327769148,57.23087039523858,50.54771289797296,30.258353461095396,56.38000000000001,46.662499999999994,62465879.7,INR
SAPPL,Shree Ajit Pulp And Paper Ltd,289.5,INR,4.1554236373448505,8397,10.151112185686653,2483076191,INR,Process industries,No rating,Pulp & paper,3.4297963558413804,-6.612903225806452,-4.392338177014534,-2.8523489932885906,3.4297963558413804,4.912410560078881,288.1081340003452,285.8924335342132,289.74367253097756,,285.3714285714285,285.3825,2430931.5,INR
DCAL,Dishman Carbogen Amcis Ltd.,175.83,INR,-7.778243994545256,2570009,9.917668206150939,29851500581,INR,Health technology,No rating,Pharmaceuticals: major,-29.328778135048232,-11.14760725655666,-9.04717566728739,-7.409162717219585,-10.286239093831314,4.370292734053171,189.01931798638125,188.7848560029301,187.46209839738776,200.1566581732639,190.13000000000005,187.2328333333334,451884682.47,INR
THAKDEV,Thakker's Developers Ltd.,154.18,INR,5.256690333151296,3837,9.878990731204944,1484549973,INR,Consumer durables,No rating,Homebuilding,19.61210240496509,0.8041843739784362,3.685272360457309,7.735308503948007,19.61210240496509,8.132424068343143,144.08810451229715,146.8807047492155,139.98965520804543,,144.67571428571432,136.9613333333333,591588.66,INR
GFSTEELS,Grand Foundry Ltd.,15,INR,0,55969,9.630235039058467,405327595,INR,Non-energy minerals,No rating,Steel,33.333333333333336,0,4.968509447165856,15.6515034695451,27.334465195246185,-3.552713678800501e-14,13.488328050693646,14.22134463334405,12.160940427644588,9.031895125263091,14.298571428571423,11.511666666666668,839535,INR
KHAICHEM,Khaitan Chemicals & Fertilizers Ltd.,59.75,INR,14.092037426007261,1627884,9.494891757520048,5057017059,INR,Process industries,No rating,Chemicals: agricultural,-24.367088607594937,16.019417475728154,22.038398692810457,9.63302752293578,-1.2396694214876034,4.540346682606079,51.735304098800924,53.037533368852095,52.29289000211636,62.994609300926015,52.86142857142858,52.8078333333332,97266069,INR
AVTNPL,AVT Natural Products Limited,88.1,INR,8.430769230769224,2764523,9.42051935271058,12397440719,INR,Consumer non-durables,No rating,Food: specialty/candy,33.08157099697884,22.361111111111104,25.67760342368046,30.5378574603645,31.70877560173418,3.4846765039725893,73.31322532532488,76.01701829679409,71.25832048753348,68.78774041989787,74.97,70.99966666666668,243554476.29999998,INR
NIMBSPROJ,Nimbus Projects Limited,184,INR,2.2222222222222223,30652,9.169284154476651,3451291912,INR,Finance,No rating,Real estate development,-6.122448979591836,-3.563941299790362,0.9602194787379973,-16.55328798185941,-6.122448979591836,5.029114906832131,185.73992463703024,182.48103862734783,192.0808982466678,,181.66285714285712,199.38549999999998,5639968,INR
MTNL,Mahanagar Telephone Nigam Limited,27.08,INR,2.7703984819734226,5419131,9.072590690230166,16581599807.999998,INR,Communications,No rating,Major telecommunications,-24.315259921743998,-2.6599568655643493,-6.297577854671282,-5.6774642981539625,-13.730487416374649,2.8487022578605474,27.475833674491827,27.082577796248366,28.362680892158135,32.20320196397932,27.09285714285715,29.09583333333334,146750067.48,INR
GKSL,Gujarat Kidney & Super Speciality Ltd.,151.36,INR,10.943340907425057,3424803,8.980550548592424,10773929148,INR,Health services,No rating,Hospital/Nursing management,46.794685287556995,11.704797047970489,17.34242964570897,4.4222145567437225,32.73699903534159,3.281202808819065,133.8054558059467,137.28511500403735,130.86716341612555,,137.00285714285715,131.3061666666667,518378182.08000004,INR
MAXESTATES,Max Estates Limited,474.35,INR,7.331146057246303,777179,8.879610164069284,72387389699,INR,Finance,Strong buy,Real estate development,6.344580204013005,19.770231031435426,13.304669771885836,20.088607594936715,14.952138616260765,3.5349124365674096,420.52685465417636,431.88603845532384,418.9622543657575,423.6025561825816,431.6714285714282,428.69500000000033,368654858.65000004,INR
SURAJLTD,Suraj Limited,218,INR,-2.434658073755817,5227,8.878885680312552,4004291953,INR,Non-energy minerals,No rating,Steel,-8.345595963842756,-0.9090909090909091,-2.6785714285714284,-6.0344827586206895,-4.032400070434934,3.448230668414233,222.53372483920992,221.37798746177717,225.91418453926582,252.12454638355936,221.89714285714288,226.81516666666664,1139486,INR
GALAXYSURF,Galaxy Surfactants Ltd.,2403.7,INR,-4.173975442513166,699870,8.87492026939118,88835434773,INR,Consumer non-durables,Buy,Household/Personal care,18.257404309751056,15.191450615804861,23.74897034596374,31.9264544456641,21.527883108347222,3.5258143695136477,2083.5771794747284,2182.9894172915374,1989.495067165276,1983.090385533781,2174.214285714295,1932.75,1682277518.9999998,INR
KMEW,Knowledge Marine & Engineering Works Limited,2756.5,INR,0.9411161564376671,597878,8.589547060353162,66769078423,INR,Producer manufacturing,No rating,Trucks/Construction/Farm machinery,48.19892473118279,9.021515582977374,13.999172870140612,32.8433734939759,61.39703729726563,4.593817211266824,2556.6976987258276,2644.5365681213266,2375.015141552737,1884.6491841291377,2649.0285714285715,2271.4983333333334,1648050707,INR
MOTILALOFS,Motilal Oswal Financial Services Limited,955,INR,5.6766626092729835,5976448,8.569819290169308,539764287430,INR,Technology services,Strong buy,Internet software/Services,10.859597190782978,10.023041474654377,-0.4171011470281543,14.439784301977232,21.66380024205363,2.4996260284220475,899.6852616587909,902.4504058313545,897.3690499181665,856.649927604582,899.5999999999995,908.2049999999999,5707507840,INR
MODINATUR,Modi Naturals Limited,380.65,INR,-4.991888181704731,26498,8.566809996443698,5322558975,INR,Process industries,No rating,Agricultural commodities/Milling,3.4234479011003844,-5.062975433345807,-9.466048281603047,-9.369047619047624,14.206420642064195,3.6675986564335004,398.59634791152837,393.521590445371,403.59308494825626,,393.2499999999997,418.6983333333334,10086463.7,INR
MODIRUBBER,Modi Rubber Limited,117.1,INR,-1.8687672840023497,13801,8.554515589165065,3048684669,INR,Consumer durables,No rating,Automotive aftermarket,-17.535211267605636,-6.320000000000005,-10.453467920776948,-10.569726592332369,-5.396671513976416,4.7236793949006755,122.57281751112782,120.52648398227763,125.20916516024006,123.95319629802542,120.94999999999997,126.81850000000003,1616097.0999999999,INR
INFLUX,Influx Healthtech Limited,297.9,INR,4.033525405971697,98400,8.45360824742268,6629117040,INR,Health technology,No rating,Pharmaceuticals: other,30.657894736842096,2.3711340206185487,2.688728024819012,4.526315789473676,39.07563025210084,3.5414568647196707,290.4420097132962,292.1096012872387,281.0867849690241,239.95339221776345,290.7142857142857,272.4725000000002,29313359.999999996,INR
KNAGRI,KN Agri Resources Ltd.,216.19,INR,-4.3025983798857945,114667,8.441763047271282,5647503758.099999,INR,Process industries,No rating,Agricultural commodities/Milling,5.484264454745064,4.087626384207997,7.343594836146966,12.598958333333334,45.778826702629786,3.8900966742218004,209.81645777029624,212.14738286465638,206.1962666518847,,210.1142857142857,204.54350000000002,24789858.73,INR
MANORAMA,Manorama Industries Ltd.,1943.4,INR,11.876115364688285,7248199,8.415391011777857,109769837509,INR,Consumer non-durables,Strong buy,Food: specialty/candy,46.660629386461416,18.427787934186476,22.434322434322443,41.050950791116286,36.67627821928406,3.96874402740421,1656.8244960462691,1705.5783280845424,1594.3513415372606,1450.3261946925131,1689.7999999999988,1570.0166666666678,14086149936.6,INR
VASWANI,Vaswani Industries Limited,47.96,INR,-8.069771899559134,187947,8.057507384558663,1749440607,INR,Non-energy minerals,No rating,Steel,-24.70957613814757,-6.510721247563347,-9.900432087168882,-14.09636396202758,-22.016260162601625,4.890980579054065,52.15487194353375,51.41233292010813,53.54218070547091,54.649323512746946,51.61714285714282,54.694500000000055,9013938.120000001,INR
GAYAPROJ,Gayatri Projects Limited,22.2,INR,4.914933837429108,2385523,8.008432356507598,9824567007,INR,Industrial services,No rating,Engineering & construction,83.47107438016529,9.900990099009901,1.6483516483516458,34.13897280966766,74.80314960629921,4.253539253539164,20.42340087984423,20.4901178792789,20.324319932032168,15.688421847298862,20.301428571428584,20.974166666666658,52958610.6,INR
FINKURVE,Finkurve Financial Services Ltd.,72.93,INR,0.26120428924939776,1165604,7.9876047273081126,10220700645,INR,Finance,No rating,Finance/Rental/Leasing,-27.97037037037036,23.8200339558574,16.68800000000001,6.716417910447766,-11.813784764207975,6.712894948189102,63.61623572667908,65.22229978258851,64.21862026613465,80.34772680436195,64.17999999999999,64.08816666666664,85007499.72000001,INR
WOMANCART,Womancart Limited,103.45,INR,1.6208251473477462,262800,7.630662020905923,717242080,INR,Retail trade,No rating,Specialty stores,-63.70175438596491,7.760416666666669,0.4368932038834979,-17.864231838030964,-42.813709231619676,6.7734585375956184,99.20541644334118,98.27214050424455,106.79583657402179,162.89164765663782,96.55714285714329,105.81750000000001,27186660,INR
SCHNEIDER,Schneider Electric Infrastructure Limited,1212.2,INR,-11.466549810108093,2282209,7.484419272746353,327189966543,INR,Producer manufacturing,Strong buy,Electrical products,67.66251728907332,-10.756092174041074,-8.637322882122394,2.9119619662110496,41.777777777777786,4.904306220095603,1351.5234211633415,1344.6753704627554,1324.1608606103728,1093.4241594343034,1367.9142857142867,1323.8383333333334,2766493749.8,INR
KRN,Krn Heat Exchanger and Refrigeration Limited,1539.7,INR,4.862766464618954,967802,7.468604991252691,96138867606,INR,Producer manufacturing,No rating,Industrial machinery,110.71575201861228,26.516023007395237,18.265611798141173,44.70864661654136,104.97903215070227,2.5612596145816036,1296.4444041766722,1361.1829380789839,1240.2288955298957,1051.0410508227144,1351.5428571428572,1223.6249999999995,1490124739.4,INR
SAATVIKGL,Saatvik Green Energy Ltd.,402.65,INR,-5.7908282639213855,601340,7.345427094797713,54242167625,INR,Producer manufacturing,Strong buy,Industrial machinery,7.344708077845895,-4.9569219874896735,-13.779443254817991,-6.793981481481487,-5.046574696380152,3.4707562399107252,432.3785858904643,425.4176783139494,441.18814656871405,432.0597330756028,425.192857142857,449.8666666666671,242129551,INR
QUINT,Quint Digital Ltd,37.36,INR,-0.5324813631522972,16983,7.17005826226463,1735838469,INR,Producer manufacturing,No rating,Trucks/Construction/Farm machinery,-13.116279069767442,-2.3012552301255296,-6.130653266331653,-3.162260238465523,-13.116279069767442,6.037779137350923,38.39639556038413,37.92197391099168,39.19563158298837,,37.62285714285713,40.0355,634484.88,INR
APCL,Anjani Portland Cement Limited,106.87,INR,3.206180589087405,58407,6.838986920834153,3066725353,INR,Non-energy minerals,No rating,Construction materials,-20.127055306427508,5.238798621368791,4.25324358599161,-4.126670853144339,-20.837037037037035,4.1545803312436185,103.88221399458136,103.86977278895176,106.481249854833,118.02797282245969,103.48142857142845,108.78333333333329,6241956.09,INR
AMANTA,Amanta Healthcare Limited,164.13,INR,4.989445403953165,248339,6.834159376298575,6080676969,INR,Health technology,No rating,Pharmaceuticals: major,50.57798165137615,0.7983786771479352,1.3335802926467843,30.26190476190476,49.49448947991619,1.3242986830996115,163.20925446745096,161.27833154176875,158.55087375804135,133.12193938557036,159.81142857142862,156.55666666666664,40759880.07,INR
RUDRA,Rudra Global Infra Products Ltd.,23.8,INR,5.966162065894923,2221218,6.814212666013024,2232650135,INR,Non-energy minerals,No rating,Steel,-5.254777070063695,30.339539978094187,37.41339491916859,14.478114478114486,25.32912058978411,6.368547418967645,19.23216164867699,20.646431607094666,18.522581472012824,,20.44857142857142,18.014333333333333,52864988.4,INR
PRATHAM,Pratham EPC Projects Ltd.,120.9,INR,-0.9016393442622904,23600,6.555555555555555,2166720000,INR,Industrial services,No rating,Oilfield services/Equipment,-16.62068965517241,-0.9016393442622904,8.869878433138235,-10.11152416356877,-10.873571691854035,1.810823585017053,119.35878976177219,120.34711182853113,120.41418006697155,134.16486176560795,120.65714285714287,120.07166666666693,2853240,INR
KINGFA,Kingfa Science & Technology (India) Limited,6087.5,INR,3.705281090289608,143470,6.5551824183857565,79068920938,INR,Process industries,No rating,Chemicals: specialty,35.33792796798577,8.705357142857142,19.80909269828774,14.207722036696563,41.635644485807354,3.5154004106776027,5505.236530196394,5751.533844577673,5270.506219616681,4702.911788204193,5830.785714285713,5232.978333333336,873373625,INR
SREEL,Sreeleathers Ltd.,260.75,INR,8.275890706751934,114222,6.450086398698938,5588462319,INR,Retail trade,No rating,Apparel/Footwear retail,19.500458295142078,22.07397003745319,23.431952662721894,37.23684210526316,28.701875616979276,3.8049582249009846,226.87894449990117,235.8765901444961,216.33207699636532,211.69957014035214,235.55714285714268,211.57666666666663,29783386.5,INR
NGLFINE,NGL Fine-Chem Ltd.,2908.4,INR,-15.796178343949041,58561,6.407181697830392,21392025866,INR,Health technology,No rating,Pharmaceuticals: major,105.8024341919049,-14.549300740392521,-5.880068606193968,30.920549178483014,27.673397717295877,6.380287639742963,3285.945398557496,3304.8224149373877,3115.50834437121,2427.9933718069005,3359.428571428571,3079.096666666667,170318812.4,INR
SEITINVIT,Sustainable Energy Infra Trust,124,INR,-1.5873015873015872,5600000,6.363636363636363,40176000000,INR,Finance,No rating,Real estate investment trusts,4.201680672268908,-1.5873015873015872,0.20202020202020202,4.201680672268908,-0.8,0.2448156682027437,120.95798917878456,123.7749025232829,,,124.21428571428571,,694400000,INR
INSPIRISYS,lnspirisys Solutions Limited,91.6,INR,4.721618840745393,36696,6.358800187145853,3498962024,INR,Technology services,No rating,Information technology services,3.4911309456558457,-5.5670103092783565,-7.484092515907495,-19.649122807017548,-0.7583965330444234,4.199157829070326,97.621516572759,95.0653957943123,100.49912503325261,97.33776074570133,96.1857142857143,106.58000000000014,3361353.5999999996,INR
MGSL,Matrix Geo Solutions Ltd.,91,INR,16.81643132220795,150000,6.28140703517588,1135924712.8,INR,Industrial services,No rating,Engineering & construction,-17.122040072859743,22.889939230249833,49.18032786885246,9.572546658639377,13.75,6.801412872841493,73.11878838065823,76.85447271470281,70.52888172164883,82.5422524875622,75.78571428571429,67.94416666666672,13650000,INR
KILITCH,Kilitch Drugs (India) Limited,172.58,INR,-4.998348563250018,122514,6.267406050808781,6242387200,INR,Health technology,No rating,Pharmaceuticals: major,-0.4872423237710819,-8.880675818373808,-5.693989071038244,2.971360381861586,6.170409104890803,3.515553863219001,186.24205850644398,185.5783539314944,182.98188588592413,175.2874927326779,187.69285714285724,184.7086666666667,21143466.12,INR
SKFINDUS,SKF India (Industrial) Ltd.,2724.6,INR,1.4861995753715533,189736,5.954519492094576,132810145404.00002,INR,Producer manufacturing,Buy,Auto parts: OEM,4.7600738234389315,-1.8162162162162194,1.034597841806656,30.36363636363636,13.771504927342562,3.611277146842024,2723.535871051538,2721.2192874579328,2658.120473642474,,2723.3857142857155,2622.0766666666636,516954705.59999996,INR
RISHABH,Rishabh Instruments Limited,694.6,INR,7.083943575117559,1235809,5.867439933719967,25147647933,INR,Producer manufacturing,No rating,Electrical products,70.6843592578941,7.865517509123376,4.608433734939762,49.10378877321026,55.148536966718794,4.352453621817289,649.6935018121637,662.5280274526814,615.0957129215772,498.94420304622594,666.0142857142856,602.2799999999999,858392931.4,INR
JYOTHYLAB,Jyothy Labs Limited,213.93,INR,7.308386837881216,4700675,5.81531720165057,73204214422,INR,Consumer non-durables,Neutral,Household/Personal care,-24.285967085471597,3.61311570688236,6.954304569543043,-0.497674418604648,-12.23384615384615,2.9802805991280428,203.11295309102235,204.41596103764167,204.73548926374298,241.80366556679132,204.21285714285705,200.80049999999966,1005615402.75,INR
EIMCOELECO,Eimco Elecon (India) Ltd.,2189.1,INR,9.15482423335826,227225,5.807727107753179,11598491304,INR,Producer manufacturing,Strong buy,Trucks/Construction/Farm machinery,36.91287760335229,18.457792207792203,16.33629165116649,39.442002675329626,32.560251907472434,3.6159674230114964,1866.9718632459385,1928.439940703191,1791.244322794852,1745.9629937802372,1905.6142857142866,1740.7383333333344,497418247.5,INR
VOLTAS,Voltas Limited,1267,INR,-4.051495645588792,4378295,5.796795877429198,438422274017,INR,Producer manufacturing,Neutral,Industrial machinery,-6.920364384366738,-1.4774494556765163,-7.720320466132557,1.1334610472541544,-17.453905791908273,2.938888262487278,1301.5457370232962,1292.211335837633,1311.2648184565785,1349.8731289109214,1285.6999999999994,1302.6683333333317,5547299765,INR
